split,berkas,klaster_id
train,frame_000390_jpg.rf.32GpnqHaK4MboLKRewvj.jpg,70
train,frame_000392_png.rf.qCwVzAXOiNP6FkDhHI9S.png,29
train,frame_000400_png.rf.DIUb2kdwfXDoArvia42k.png,30
train,frame_000405_png.rf.jlURiKjR1ffXnH6dAtDQ.png,1
train,frame_000408_png.rf.gnXjiCZSUZSJrMuKo32n.png,30
train,frame_000416_png.rf.N3tlUT8DRmJk7oSPoRQF.png,30
train,frame_000420_jpg.rf.wpybsqCK2ubSLSMPMAiH.jpg,72
train,frame_000450_png.rf.w6ajkFKQtzXx4DMDKVLH.png,1
train,frame_000495_png.rf.RPUlTGhMUPbOyM5lUi82.png,1
train,frame_000540_png.rf.km33ohKaK9v7sCiG1viV.png,1
train,frame_000585_png.rf.eCCWqqcGtZsKvcrMfBAm.png,1
train,frame_000630_png.rf.zmExT0YHb4G9uALrzO6d.png,1
train,frame_000675_png.rf.tYLm0P3zIk4ZOfaZtY0L.png,1
train,frame_000720_png.rf.Gs6CT4Ev0ABvFsnowdx3.png,1
train,frame_000765_png.rf.hNSKPG5TZERp3wo4OVKw.png,1
train,frame_000810_png.rf.moWoqCP8pYHNZJT9ZjAC.png,1
train,frame_000855_png.rf.hXHxBmybY2CiWBWYVyTh.png,1
train,frame_000900_png.rf.xg9BBZosR5NOlwb4KAK0.png,1
train,frame_000945_png.rf.jBLsCaHU55wzOyFkYOCf.png,1
train,frame_000990_png.rf.OOBbyOHFxgzl0pf2Tucc.png,1
train,frame_001080_png.rf.o1tts9YW1KkqWc2ktSmI.png,1
train,frame_001125_png.rf.BKzBHt2T3fTRjhbIgn2a.png,1
train,frame_001170_png.rf.FOhpteDz0v25Y2zzCfTS.png,1
train,frame_001215_png.rf.s0kT2TUyt4UvTC6GRYqk.png,1
train,frame_001260_png.rf.fB1e8hvxEWsveOeFUHy8.png,1
train,frame_001305_png.rf.MeSVFIh0eagBZUoQgXMb.png,1
train,frame_001350_png.rf.2RdjZhNRR49DXQ5UDyCY.png,1
train,frame_001395_png.rf.yJv1LwszXZwGZVyksztD.png,1
train,frame_001440_png.rf.ckdWWLqFfOZbybjyChli.png,1
train,frame_001485_png.rf.Y7YiXJRmmM1SagRd0c9k.png,1
train,frame_001530_png.rf.3Z6AyhxGKvc53iZYFnYh.png,1
train,frame_001575_png.rf.Jho0Uam1Oohd3KY3RZjm.png,1
train,frame_001620_png.rf.TTZbrYwtk5pTagib1ygV.png,1
train,frame_001665_png.rf.L5BSgHfeNZo4Ce1LDQWR.png,1
train,frame_001710_png.rf.foQ2tcuHcQQWQJwoU5QF.png,1
train,frame_001755_png.rf.s2mBVY4PQNWS5PY93EF8.png,1
train,frame_001800_png.rf.w4EZEok8DKfkI34OlLWn.png,1
train,frame_001845_png.rf.xBXcqWh5R5ps4YF0vFAX.png,1
train,frame_001890_png.rf.yN2KVuZIk9p8STK8p79P.png,1
train,frame_001935_png.rf.D1oBalZz3hsYOGMU2YpP.png,1
train,frame_001980_png.rf.tvVEnutmsHVVHs5kIvKb.png,1
train,frame_002025_png.rf.VsR0nbbb0lPTOcG7JUgM.png,1
train,frame_002070_png.rf.bVbJtoWDBbdFeIbVIpLF.png,1
train,frame_002115_png.rf.lJ0s8CgzGiw1tINTFGYU.png,1
train,frame_002160_png.rf.r4OgJ40C3IZR3v4nbr3P.png,1
train,frame_002205_png.rf.1ncK8lualQvEvHMTLvZL.png,1
train,frame_002250_png.rf.49GE8LgCbTJCUdKoEBhQ.png,1
train,frame_002295_png.rf.nWxhDKUCs1NsHeikVHm4.png,1
train,frame_002340_png.rf.X5e5AclcEnHU73Zl5yqg.png,1
train,frame_002385_png.rf.zk5KXlrr8wJvvDtXXHCj.png,1
train,frame_002430_png.rf.mvZqni13t8Oex7F1cc4A.png,1
train,frame_002451_png.rf.HwEfHY2Oh5EKj7dl09xq.png,100
train,frame_002475_png.rf.Cjl1Pi9EazVtKBanRdA6.png,1
train,frame_002508_png.rf.JjJxRgqILldP2Y5paA4v.png,105
train,frame_002520_png.rf.sEPt43zU38f3dLhHZaKi.png,1
train,frame_002565_png.rf.HRYO3TK6iUT5IqXuMKWS.png,1
train,frame_002565_png.rf.c0kZdjppJ0iP7SliOot4.png,108
train,frame_002610_png.rf.For4OTYfatsg5JZIg6kh.png,1
train,frame_002655_png.rf.zxWLmBXqRFSUCLh2tLjL.png,1
train,frame_002700_png.rf.wXyopEEnNnRE5Zxk248t.png,1
train,frame_002745_png.rf.Skx75dlU4qOPtJqRJiZF.png,1
train,frame_002790_png.rf.omBLQL40y499PfGvTDca.png,1
train,frame_002835_png.rf.fvc1CKA9YLL6Y9VYccKH.png,1
train,frame_002880_png.rf.yo5Zt5T1RUfQHz0GtOOI.png,1
train,frame_002925_png.rf.3JVVu2D9fCe3IGVAQYjG.png,1
train,frame_002970_png.rf.HjZ7pPVIKbtLjxfDGBQp.png,1
train,frame_003015_png.rf.Xl3PhWVWmM8KO8nGNqbP.png,1
train,frame_003060_png.rf.t0FLiWPDQPPUJqs4lgPP.png,1
train,frame_003105_png.rf.AdYiGGwm3oBKg5CfoUW9.png,1
train,frame_003150_png.rf.cRNoMef52I0a0duOW8ai.png,1
train,frame_003195_png.rf.MX3g1aP0coMAPOPPnDqD.png,1
train,frame_003240_png.rf.g64WfoGnFQpLCFkGQNKB.png,1
train,frame_003249_png.rf.JsvdAdTAEupy39zBztGN.png,112
train,frame_003285_png.rf.w7ntJSRJGHlTD2xqhGbI.png,1
train,frame_003330_png.rf.UrXgKCeOe0rc2bxSPGTn.png,1
train,frame_003375_png.rf.jt2R6f79MEpl6ovERfhZ.png,1
train,frame_003420_png.rf.4PmzOaIDToaUSBKqXmxU.png,1
train,frame_003465_png.rf.PrVVl8XChYxs3H6ucLYY.png,1
train,frame_003510_png.rf.OIvvaC4mFkXAzSqfdzlA.png,1
train,frame_003555_png.rf.jk8Kjd5I9YuyFmeYFFAu.png,1
train,frame_003600_png.rf.8J3gRCvF6btWTDgLMcFw.png,1
train,frame_003645_png.rf.6DOagWtG1Q6DtfjZS2F6.png,1
train,frame_003690_png.rf.LV9LplQ454uI0VDySQdF.png,1
train,frame_003735_png.rf.eYnWFXy9bUOuqfIsRQRb.png,1
train,frame_003780_png.rf.v5tzPFk2pDY5MlDP3csx.png,1
train,frame_003825_png.rf.lerfS1UOiR2t5LebiJw0.png,1
train,frame_003870_png.rf.L1DyxFbUHEFneX16yfIP.png,1
train,frame_003915_png.rf.Zx1z00X7Py3vytdByO1M.png,1
train,frame_003960_png.rf.NFUyoMh3Up6jS1VydhnE.png,1
train,frame_004005_png.rf.4SP43gTYfKSBkh59WUk0.png,1
train,frame_004050_png.rf.Dr175Zxwv8P7VttnS18r.png,1
train,frame_004095_png.rf.nMG2rzVtRCFPhXSMSRf1.png,1
train,frame_004140_png.rf.onBUDWZGmfJkSFiiZoUH.png,1
train,frame_004185_png.rf.ru4nvW9tdCUalEN6Y08R.png,1
train,frame_004230_png.rf.xEpP1sDMsC4v86NAuRkL.png,1
train,frame_004275_png.rf.3ad7cvp4Bx6IQlnFn0xC.png,1
train,frame_004320_png.rf.87HPCfQM0w1EXvpNpbYa.png,1
train,frame_004365_png.rf.cvO9vikWdSGx5RgNjsq6.png,1
train,frame_004410_png.rf.foM0ZN0ay09LOfi19grp.png,1
train,frame_004455_png.rf.d4vlHqUGKVM5b06788vm.png,1
train,frame_004500_png.rf.sxYPI8qXkHNGs2eVNsVT.png,1
